Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
Ctsh,283,172,1002,496,332,160,1617
Morf4l1,140,91,1089,515,653,245,1882
Adamts7,176,118,4974,2876,229,116,5379
Tbc1d2b,58,54,2898,1607,3000,1528,5956
Zic1,751,446,1344,833,3511,1282,5606
Zic4,272,138,1005,576,1258,606,2535
Plscr5,292,142,825,386,74,27,1191
Plscr1,625,301,987,506,690,203,2302
Plscr2,425,197,924,435,551,155,1900
1700057G04Rik,232,111,699,294,121,45,1052
Plscr4,574,339,981,485,1649,582,3204
Plod2,237,166,2214,974,1198,434,3649
Dipk2a,206,169,1293,748,2451,854,3950
Slc9a9,153,76,1935,949,1380,626,3468
Chst2,328,247,1593,1024,5407,2242,7328
U2surp,33,20,3090,1305,4507,1597,7630
Paqr9,302,249,1128,729,6937,2945,8367
Pcolce2,193,139,1245,639,3000,1272,4438
Trpc1,471,362,2430,1104,1658,595,4559
Pls1,151,101,1893,893,1660,588,3704
Atr,19,13,7926,3257,157,37,8102
Xrn1,109,69,5172,2217,218,59,5499
Gk5,89,68,1605,782,1121,492,2815
Tfdp2,521,289,1158,513,5675,2543,7354
Atp1b3,288,223,837,371,869,358,1994
Rnf7,93,71,342,193,797,305,1232
Gm28729,299,171,1230,638,435,204,1964
Rasa2,124,96,2544,1105,3145,1240,5813
Zbtb38,1146,568,3594,1807,2666,995,7406
Pxylp1,405,238,1443,789,1341,599,3189
Spsb4,803,552,822,524,1095,549,2720
Slc25a36,206,146,936,430,4085,1553,5227
Trim42,114,58,2172,1195,177,72,2463
Clstn2,206,163,2901,1561,1258,544,4365
Nmnat3,435,282,738,419,993,442,2166
Rbp1,2018,1060,408,212,226,115,2652
Rbp2,194,95,405,214,204,108,803
Copb2,90,62,2718,1253,242,87,3050
Mrps22,16,8,1080,510,101,30,1197
Prr23a1,84,64,777,495,22,12,883
Prr23a2,97,66,762,484,22,12,881
Prr23a3,228,137,765,488,824,329,1817
7420426K07Rik,165,77,561,330,778,321,1504
Foxl2,373,270,1128,806,1755,905,3256
Faim,162,115,540,263,317,112,1019
Gm1123,92,56,1173,544,272,101,1537
Pik3cb,224,127,3195,1474,3059,1364,6478
Faiml,156,82,537,230,92,40,785
Cep70,140,72,1851,759,615,218,2606
Esyt3,129,86,2676,1535,1678,725,4483
Mras,1089,690,627,315,2985,1566,4701
Nme9,7,5,990,531,199,103,1196
Armc8,253,171,2022,915,2372,1035,4647
Dbr1,130,89,1653,826,478,138,2261
A4gnt,178,84,1026,524,1553,673,2757
Dzip1l,572,354,2325,1343,1453,657,4350
Cldn18,115,74,795,445,3262,1477,4172
Sox14,486,316,723,456,856,381,2065
Il20rb,460,241,927,510,1406,712,2793
Nck1,158,115,1134,479,3184,1162,4476
Slc35g2,161,112,1239,546,190,47,1590
Stag1,422,277,3777,1594,1987,723,6186
Pccb,41,13,1626,889,653,289,2320
Msl2,517,327,1734,772,2638,913,4889
Ppp2r3a,311,131,1593,708,2557,1051,4461
9630041A04Rik,137,63,618,312,219,90,974
Ephb1,354,256,2955,1585,1358,618,4667
Ky,393,255,1986,1108,3458,1820,5837
Cep63,297,194,1617,775,2266,1144,4180
Anapc13,391,240,225,122,111,49,727
Amotl2,297,193,2319,1450,1712,808,4328
Ryk,139,118,1785,905,581,208,2505
Slco2a1,618,404,1932,1085,4572,2239,7122
Rab6b,350,275,627,338,4030,1962,5007
Srprb,78,51,810,441,2176,1106,3064
Trf,228,143,2094,1094,249,112,2571
1300017J02Rik,74,39,2103,1109,107,58,2284
Topbp1,164,127,4548,2130,512,168,5224
Cdv3,472,368,846,478,2069,884,3387
Bfsp2,194,115,1251,720,217,113,1662
Tmem108,135,74,1725,1049,1714,733,3574
Nphp3,235,165,3978,2068,1686,742,5899
Uba5,188,136,1212,601,1004,416,2404
Acad11,75,44,2340,1195,1029,415,3444
Ackr4,790,385,1053,525,546,227,2389
Dnajc13,245,176,6732,3030,1035,420,8012
Acpp,69,42,1254,638,3160,1366,4483
Cpne4,620,378,1674,835,1665,626,3959
Mrpl3,182,123,1047,497,2743,1192,3972
Nudt16,44,30,588,372,999,471,1631
Nudt16l2,164,86,621,351,98,50,883
Nek11,468,273,1887,904,818,357,3173
Aste1,292,186,2019,935,444,156,2755
Atp2c1,264,188,2757,1232,2621,906,5642
Pik3r4,433,268,4077,2130,246,115,4756
Col6a6,295,184,6798,3617,1688,798,8781
Col6a5,126,74,7923,4012,1240,529,9289
Col6a4,140,82,6930,3741,301,154,7371
Glyctk,253,147,1572,952,2384,1246,4209
Wdr82,291,207,942,447,2514,1148,3747
Ppm1m,82,67,1389,832,375,178,1846
Twf2,152,112,1050,605,394,218,1596
Tlr9,106,56,3099,1757,273,142,3478
Alas1,891,502,1929,1045,579,271,3399
Poc1a,378,220,1218,682,741,385,2337
Dusp7,166,146,1269,799,1778,907,3213
Rpl29,131,84,483,276,119,56,733
Acy1,202,136,1227,687,100,51,1529
Abhd14a,347,195,747,422,168,89,1262
Abhd14b,352,186,633,373,760,385,1745
Pcbp4,230,166,1212,732,593,358,2035
Gpr62,211,126,1077,778,689,341,1977
Parp3,464,237,1587,904,911,414,2962
Rrp9,79,47,1428,865,79,36,1586
Iqcf1,47,22,549,289,17,11,613
Iqcf2,51,28,516,262,60,31,627
Iqcf5,86,47,447,218,18,11,551
Iqcf4,128,66,615,291,13,5,756
Iqcf6,0,0,474,251,0,0,474
Grm2,191,125,2619,1589,1901,968,4711
Tex264,685,464,930,542,281,146,1896
Rad54l2,267,194,4404,2380,4634,2184,9305
Dcaf1,0,0,4521,2113,446,195,4967
Manf,81,59,540,276,1626,812,2247
Rbm15b,461,345,2664,1724,3386,1603,6511
Dock3,401,323,6093,2993,2569,1184,9063
Mapkapk3,405,259,1155,639,1256,650,2816
Cish,989,559,774,465,1087,582,2850
Hemk1,217,121,1023,558,952,507,2192
6430571L13Rik,437,265,495,293,1667,845,2599
Cacna2d2,457,347,3447,1925,1879,957,5783
Tmem115,534,352,1053,629,607,342,2194
Cyb561d2,242,131,669,395,875,425,1786
Nprl2,150,82,1143,610,148,69,1441
Zmynd10,159,85,1323,735,283,165,1765
Rassf1,42,28,1023,587,722,367,1787
Tusc2,132,102,333,200,1200,616,1665
Hyal2,329,204,1422,836,311,161,2062
Hyal1,61,36,1389,759,1564,797,3014
Naa80,910,482,945,567,198,113,2053
Hyal3,58,37,1239,683,533,241,1830
Ifrd2,247,161,1326,790,483,245,2056
Lsmem2,65,33,453,271,906,490,1424
Sema3b,742,434,2250,1325,418,216,3410
Gnai2,150,121,1068,584,997,551,2215
Slc38a3,333,168,1518,829,1300,736,3151
Gnat1,164,104,1053,551,1111,601,2328
Sema3f,201,137,2265,1322,929,524,3395
Rbm5,161,92,2448,1178,596,245,3205
Rbm6,915,459,2961,1338,123,42,3999
Mon1a,234,143,1671,1000,137,82,2042
Mst1r,272,166,4137,2364,313,141,4722
Actl11,11,7,3624,1945,358,178,3993
Camkv,387,264,1539,877,1351,762,3277
Traip,119,73,1413,743,1174,575,2706
Uba7,151,81,2934,1619,110,50,3195
Gm20661,0,0,162,83,738,389,900
Inka1,132,93,849,481,44,21,1025
Cdhr4,29,15,2352,1294,99,45,2480
Gm20662,0,0,123,65,478,266,601
Ip6k1,447,288,1302,735,2810,1485,4559
Gmppb,275,168,1083,587,1344,744,2702
Rnf123,175,102,3945,2239,306,176,4426
Amigo3,221,131,1527,889,795,424,2543
Mst1,43,27,2151,1228,68,31,2262
Apeh,160,104,2199,1246,159,84,2518
Bsn,126,101,11829,7374,3983,2050,15938
Dag1,355,234,2682,1480,2625,1274,5662
Nicn1,102,46,642,346,1389,667,2133
Amt,66,41,1212,641,804,361,2082
Tcta,216,124,321,185,557,281,1094
Rhoa,502,319,582,283,1113,438,2197
Gpx1,259,155,606,355,207,103,1072
Usp4,65,52,2889,1487,708,330,3662
1700102P08Rik,30,20,759,371,312,120,1101
Ccdc36,13,4,1725,852,1152,505,2890
BC048562,71,30,615,339,4,1,690
Klhdc8b,1238,706,1065,655,653,348,2956
Ccdc71,143,101,1302,747,1647,800,3092
Lamb2,119,67,5400,3184,110,59,5629
Usp19,430,281,4083,2329,278,146,4791
Qars,377,205,2328,1213,95,48,2800
Qrich1,272,151,2334,1200,725,275,3331
Impdh2,248,159,1545,795,65,19,1858
Ndufaf3,507,322,558,321,422,190,1487
Dalrd3,25,13,1617,950,104,40,1746
Wdr6,146,93,3378,1970,639,320,4163
P4htm,103,83,1512,892,226,129,1841
Arih2,305,174,1479,729,2140,1053,3924
Slc25a20,130,85,906,477,747,332,1783
Prkar2a,314,248,1209,600,3442,1551,4965
Ip6k2,201,117,1347,685,298,155,1846
Nckipsd,116,96,2145,1258,1099,594,3360
Celsr3,0,0,9930,5833,1641,852,11571
Tmem89,15,6,510,297,13,5,538
Uqcrc1,86,51,1443,822,124,78,1653
Col7a1,52,37,8835,5450,363,209,9250
Ucn2,162,83,342,187,651,310,1155
Pfkfb4,238,146,1410,766,1840,998,3488
Shisa5,110,81,708,406,1016,521,1834
Trex1,95,53,945,557,44,17,1084
Atrip,120,80,2358,1237,94,53,2572
Tma7,245,146,195,101,504,186,944
Ccdc51,83,47,1221,692,222,83,1526
Plxnb1,316,233,6360,3704,1973,1044,8649
Fbxw21,52,26,1407,610,53,20,1512
Fbxw13,32,15,1401,622,52,19,1485
Fbxw20,52,26,1407,646,52,18,1511
Fbxw14,37,19,1401,614,348,148,1786
Fbxw28,37,19,1401,614,59,23,1497
Fbxw22,33,16,1401,622,401,162,1835
Fbxw16,16,8,1395,622,86,34,1497
Fbxw19,28,15,1401,623,54,17,1483
Fbxw15,32,16,1401,609,62,26,1495
Fbxw24,29,15,1401,620,58,21,1488
Fbxw25,31,15,1401,626,58,24,1490
Fbxw18,51,28,1410,619,58,23,1519
Fbxw26,34,17,1401,626,389,164,1824
Fbxw27,31,15,630,290,149,57,810
Spink8,218,114,318,146,232,93,768
Nme6,157,89,570,302,347,188,1074
Camp,183,107,519,283,56,21,758
Cdc25a,411,282,1545,784,1676,813,3632
Map4,500,365,3378,1739,2213,1132,6091
Dhx30,968,567,3585,1991,70,26,4623
Smarcc1,137,101,3315,1666,2265,1008,5717
Cspg5,1815,1026,1701,988,354,150,3870
Elp6,123,66,801,448,380,207,1304
Scap,247,170,3831,2262,149,66,4227
Ptpn23,96,73,5079,2958,171,87,5346
Ngp,115,57,504,248,603,308,1222
Klhl18,100,70,1725,990,2705,1432,4530
Kif9,95,58,2373,1171,245,103,2713
Setd2,82,67,7614,3343,654,287,8350
Nradd,250,153,687,399,286,140,1223
Nbeal2,214,163,8253,4913,336,194,8803
Ccdc12,60,37,501,305,273,137,834
Pth1r,419,313,1776,1019,112,61,2307
Myl3,99,46,615,350,223,123,937
Prss42,32,19,1008,526,544,248,1584
Prss44,45,30,1119,590,674,341,1838
Prss43,357,187,1149,616,821,401,2327
Prss45,46,24,954,525,232,123,1232
Prss46,44,24,945,498,268,133,1257
Prss50,24,14,1320,807,112,67,1456
Tmie,1191,688,462,274,1149,603,2802
Als2cl,260,163,2859,1686,2031,1067,5150
Fam240a,68,38,294,165,137,81,499
Tdgf1,315,140,516,269,1101,466,1932
Lrrc2,154,79,1116,532,2387,988,3657
Rtp3,102,60,1425,718,936,423,2463
Ltf,34,19,2124,1107,585,274,2743
Ccrl2,516,269,1083,567,860,367,2459
Lrrfip2,380,240,1203,594,1608,696,3191
Mlh1,267,154,2283,1139,204,92,2754
Epm2aip1,16,11,1821,902,5312,2024,7149
Trank1,103,81,9000,4654,1417,660,10520
Dclk3,184,125,2373,1360,448,184,3005
Stac,240,181,1212,651,1192,634,2644
Arpp21,1021,576,2424,1282,507,183,3952
Pdcd6ip,152,120,2610,1314,3189,1364,5951
Clasp2,135,55,3864,1825,109,65,4108
Ubp1,0,0,1623,787,0,0,1623
Fbxl2,66,50,1272,701,2126,949,3464
Susd5,405,269,1860,1083,1818,807,4083
Bcl2a1c,21,13,387,168,36,18,444
Crtap,76,57,1203,724,395,173,1674
Glb1,116,84,1944,1027,336,167,2396
Tmppe,279,182,1344,765,1298,686,2921
Ccr4,125,65,1083,568,1597,676,2805
Trim71,1252,868,2568,1638,5512,2514,9332
Cnot10,134,93,2235,1099,484,246,2853
Dync1li1,92,63,1572,808,937,389,2601
Cmtm6,63,41,552,311,2768,1335,3383
Cmtm7,47,39,504,294,442,241,993
Cmtm8,225,157,522,292,317,110,1064
Gpd1l,270,186,1056,610,3065,1390,4391
Osbpl10,109,92,2301,1378,67,32,2477
Rps27rt,32,20,255,129,87,23,374
Stt3b,365,273,2472,1201,1384,594,4221
Gadl1,80,42,1509,756,2063,882,3652
Tgfbr2,323,232,1704,969,1449,696,3476
Rbms3,678,302,1245,651,1397,470,3320
Zcwpw2,189,61,996,464,477,132,1662
Azi2,465,321,1218,552,1713,585,3396
Cmc1,142,105,321,141,706,274,1169
Eomes,316,190,2124,1282,1120,447,3560
Golga4,219,173,6717,3380,647,257,7583
Itga9,238,186,3111,1691,3671,1744,7020
Ctdspl,409,341,831,464,3349,1651,4589
Vill,57,35,2580,1455,272,152,2909
Plcd1,111,73,2271,1287,275,141,2657
Dlec1,37,23,5226,2938,0,0,5263
Acaa1b,99,62,1275,765,315,168,1689
Slc22a14,135,66,1890,960,188,95,2213
Slc22a13,38,20,1656,918,307,159,2001
Oxsr1,353,266,1584,750,2710,1227,4647
Myd88,82,54,891,497,987,499,1960
Acaa1a,221,132,1275,771,266,144,1762
Xylb,225,151,1656,926,1502,753,3383
Acvr2b,102,88,1539,931,1534,709,3175
Exog,45,31,1107,584,2680,1348,3832
Scn5a,222,169,6063,3458,2168,1227,8453
Scn10a,70,38,5877,3132,469,228,6416
Scn11a,110,59,5298,2556,491,224,5899
Wdr48,32,18,2031,974,1782,882,3845
Cx3cr1,841,457,1065,581,2587,1222,4493
Gorasp1,48,37,1341,813,2517,1300,3906
Ttc21a,118,81,3945,2183,119,67,4182
Csrnp1,129,68,1752,1054,1075,561,2956
Xirp1,169,95,3399,1965,2271,1271,5839
Ccr8,89,48,1062,561,24,17,1175
Slc25a38,70,49,981,567,740,385,1791
Rpsa,175,93,888,503,875,385,1938
Mobp,139,75,246,134,2901,1543,3286
Myrip,298,221,2571,1477,2037,969,4906
Eif1b,320,237,342,167,373,153,1035
Entpd3,78,53,1590,853,1785,847,3453
Rpl14,95,68,654,344,260,111,1009
Ctnnb1,287,208,2346,1219,990,394,3623
Ulk4,184,113,3828,2058,91,46,4103
Trak1,88,49,2820,1642,1919,937,4827
Cck,310,176,348,224,125,61,783
Lyzl4,376,208,438,229,182,104,996
Vipr1,133,102,1380,790,3389,1812,4902
Sec22c,188,119,912,505,4613,2297,5713
Ss18l2,74,47,234,118,269,113,577
Nktr,149,113,4362,2070,2511,1103,7022
Zfp651,190,160,2190,1318,3973,2212,6353
Klhl40,85,52,1866,1128,419,225,2370
Hhatl,258,176,1512,876,100,57,1870
Ccdc13,57,41,2130,1210,453,275,2640
Higd1a,873,566,288,141,1071,443,2232
Ackr2,501,277,1137,620,1377,695,3015
Cyp8b1,41,25,1503,825,406,219,1950
Gask1a,205,124,1641,938,1777,802,3623
Pomgnt2,401,234,1743,1032,360,182,2504
Snrk,265,138,2247,1258,2299,1121,4811
Ano10,134,98,1980,967,539,300,2653
Abhd5,179,143,1056,524,1922,776,3157
Topaz1,0,0,4962,2026,68,14,5030
Tcaim,161,95,1530,747,1358,498,3049
Gm35549,434,216,426,251,149,71,1009
Zfp445,224,115,2961,1322,3004,1244,6189
Zkscan7,71,34,2157,1035,2494,994,4722
Zfp105,247,152,1575,729,188,66,2010
1110059G10Rik,88,47,468,200,2805,1172,3361
Kif15,88,53,4164,1784,606,238,4858
Tmem42,53,44,474,284,514,247,1041
Tgm4,84,45,2013,1005,688,337,2785
Zdhhc3,234,170,900,479,5853,2758,6987
Exosc7,51,37,876,469,126,38,1053
Clec3b,98,59,609,365,285,173,992
Cdcp1,129,96,2502,1341,2679,1232,5310
Tmem158,219,160,861,634,632,299,1712
Lars2,199,118,2709,1416,986,459,3894
Limd1,532,321,2007,1133,2309,1085,4848
Sacm1l,131,99,1764,734,1663,603,3558
Slc6a20b,206,109,1908,1021,4193,1585,6307
Slc6a20a,79,51,1779,959,874,343,2732
Ccr9,121,71,1110,522,3966,1684,5197
Lztfl1,97,64,900,365,3073,1080,4070
Fyco1,461,263,4314,2311,3174,1420,7949
Cxcr6,76,38,1056,493,765,286,1897
Xcr1,120,61,969,459,3364,1350,4453
Ccr1,465,201,1068,501,1300,406,2833
Ccr1l1,0,0,1071,499,95,42,1166
Ccr3,212,76,1080,482,1980,720,3272
Ccr2,1905,788,1122,486,2701,982,5728
Ccr5,104,49,1065,475,7058,2739,8227
2010315B03Rik,134,80,1302,486,1187,423,2623
H60c,196,105,594,259,2027,821,2817
Ppp1r14c,610,394,495,290,1512,594,2617
Iyd,56,28,858,436,665,257,1579
Plekhg1,345,211,4173,2145,2851,1158,7369
Mthfd1l,124,82,2934,1552,629,271,3687
Akap12,139,90,5055,2730,1001,409,6195
Zbtb2,276,197,1545,866,1405,566,3226
Rmnd1,232,149,1353,629,1554,686,3139
Armt1,204,110,1320,618,905,388,2429
Ccdc170,0,0,2151,1088,0,0,2151
Esr1,348,187,1800,1014,4191,1674,6339
Syne1,418,242,26400,13399,1090,491,27908
Myct1,75,33,567,317,2203,849,2845
Vip,163,98,516,248,851,299,1530
Fbxo5,263,166,1266,591,411,117,1940
Mtrf1l,147,77,1122,583,1319,564,2588
Rgs17,184,120,633,304,7290,2571,8107
Oprm1,403,226,1197,614,769,335,2369
Ipcef1,141,63,1221,563,4679,1990,6041
Cnksr3,554,386,1668,909,1225,527,3447
Ulbp1,297,159,1005,448,2513,1074,3815
Lrp11,235,173,1452,897,1699,720,3386
Pcmt1,0,0,858,449,1633,661,2491
Nup43,59,37,1143,532,84,25,1286
Lats1,369,243,3390,1604,3450,1256,7209
Katna1,131,82,1482,672,162,50,1775
Ginm1,43,33,984,459,530,189,1557
Ppil4,60,41,1479,605,1932,808,3471
Zc3h12d,163,101,1602,972,2327,1058,4092
Tab2,516,393,2082,965,1782,758,4380
Ust,426,316,1224,665,2578,1136,4228
Sash1,212,159,3693,2038,3278,1453,7183
Samd5,245,147,522,327,6051,2382,6818
Stxbp5,396,308,3351,1656,955,420,4702
Adgb,0,0,4983,2274,235,88,5218
Rab32,177,117,672,355,1300,553,2149
Grm1,426,262,3600,1948,2904,1136,6930
Shprh,195,127,5025,2307,4051,1408,9271
Fbxo30,187,138,2241,951,2632,846,5060
Epm2a,67,57,993,577,2227,956,3287
Utrn,89,36,10293,5147,2000,744,12382
Stx11,403,260,864,518,2906,1189,4173
Sf3b5,3280,1429,261,160,300,158,3841
Plagl1,555,323,2115,1191,2590,927,5260
Zc2hc1b,38,20,519,238,600,285,1157
Ltv1,138,98,1413,659,746,291,2297
Phactr2,180,152,1692,875,863,392,2735
Fuca2,167,104,1386,676,4188,1774,5741
Pex3,241,159,1119,488,769,265,2129
Adat2,372,245,576,294,518,252,1466
Aig1,222,180,717,364,615,253,1554
Hivep2,915,460,7293,3757,1638,609,9846
Adgrg6,121,76,3498,1596,2888,1193,6507
Vta1,99,61,930,455,945,366,1974
Nmbr,132,70,1173,585,294,100,1599
Gje1,66,34,618,270,796,269,1480
Cited2,713,472,810,521,888,322,2411
Txlnb,179,98,2058,1058,2185,814,4422
Heca,285,231,1635,951,3178,1153,5098
Abracl,228,139,246,105,372,120,846
Reps1,23,20,2388,1189,184,68,2595
Ect2l,164,94,2736,1297,0,0,2900
Ccdc28a,187,98,555,280,448,234,1190
Nhsl1,0,0,4854,2759,0,0,4854
Hebp2,281,183,618,310,1636,695,2535
Arfgef3,324,224,6513,3541,7742,2888,14579
Gm4922,358,173,1494,678,505,248,2357
Perp,173,128,582,338,1197,471,1952
Tnfaip3,273,190,2328,1181,1821,814,4422
Olig3,96,30,822,508,1154,544,2072
Ifngr1,137,95,1434,700,541,228,2112
Il22ra2,42,21,693,334,1763,616,2498
Il20ra,64,44,1641,803,400,152,2105
Slc35d3,437,321,1269,765,924,334,2630
Pex7,116,80,957,491,7026,2993,8099
Map3k5,134,104,4143,2115,1173,500,5450
Map7,30,23,2217,1241,1584,635,3831
Bclaf1,250,125,2613,1172,2444,802,5307
Mtfr2,141,92,1086,490,764,310,1991
Pde7b,382,191,1341,672,2414,1038,4137
Ahi1,364,216,3144,1477,1343,568,4851
Myb,266,172,1911,977,897,280,3074
Hbs1l,101,69,2049,974,583,266,2733
Aldh8a1,50,29,1464,747,745,326,2259
1700020N01Rik,147,94,264,139,651,268,1062
Sgk1,84,53,1296,652,1076,448,2456
4930444G20Rik,0,0,1488,700,285,128,1773
E030030I06Rik,258,158,618,397,0,0,876
Raet1e,436,251,756,335,387,152,1579
H60b,224,153,756,317,100,41,1080
Raet1d,288,146,750,327,387,153,1425
Slc2a12,188,105,1869,926,2110,917,4167
Tbpl1,375,237,561,227,1937,799,2873
AC166256.1,0,0,129,79,0,0,129
Tcf21,271,145,540,322,456,190,1267
Eya4,208,108,1851,890,3245,1192,5304
Rps12,157,100,399,203,28,7,584
Slc18b1,155,106,1374,666,1308,569,2837
Vnn3,122,46,1503,737,186,97,1811
Vnn1,188,76,1539,765,689,252,2416
Taar1,50,28,999,450,65,26,1114
Taar2,0,0,1020,458,0,0,1020
Taar3,0,0,1032,474,0,0,1032
Taar4,0,0,1044,492,0,0,1044
Taar5,0,0,1014,541,0,0,1014
Taar6,0,0,1038,491,0,0,1038
Taar7a,0,0,1077,515,0,0,1077
Taar7b,0,0,1077,515,0,0,1077
Taar7d,0,0,1077,520,0,0,1077
Taar7e,0,0,1077,516,0,0,1077
Taar7f,0,0,1077,517,0,0,1077
Taar8a,0,0,1035,470,0,0,1035
Taar8b,0,0,1035,476,0,0,1035
Taar8c,0,0,1035,473,0,0,1035
Taar9,0,0,1047,503,0,0,1047
Stx7,147,94,786,373,2502,1016,3435
Moxd1,87,67,1842,958,1161,484,3090
Ccn2,284,189,1047,625,1067,428,2398
Enpp1,167,127,2718,1304,3892,1675,6777
Enpp3,132,66,2625,1220,1496,542,4253
Med23,52,40,4113,2010,633,237,4798
Arg1,116,67,972,499,389,138,1477
Akap7,217,118,945,439,930,377,2092
Epb41l2,198,139,2967,1531,1220,483,4385
Smlr1,180,91,201,107,288,130,669
Tmem200a,931,609,1476,768,1708,640,4115
Samd3,130,61,822,393,1668,638,2620
L3mbtl3,271,161,2652,1318,1649,687,4572
Arhgap18,107,59,1992,918,1552,577,3651
Lama2,47,33,9357,4495,210,59,9614
Ptprk,261,175,4374,2114,1542,542,6177
Themis,300,147,1911,837,2871,975,5082
2310057J18Rik,11,6,1014,438,213,67,1238
Soga3,692,357,2838,1690,575,187,4105
9330159F19Rik,326,160,1947,867,3408,1204,5681
Echdc1,134,86,900,394,811,302,1845
Rnf146,691,413,1080,499,2631,989,4402
Rspo3,539,312,834,366,1712,683,3085
Cenpw,80,56,261,131,1191,362,1532
Trmt11,88,62,1383,576,888,326,2359
Hint3,127,90,498,233,250,83,875
Ncoa7,163,53,2832,1273,4048,1460,7043
Hey2,153,112,1020,553,1377,506,2550
Hddc2,32,18,600,303,226,98,858
Tpd52l1,67,44,576,287,184,77,827
Rnf217,0,0,1548,915,9465,3319,11013
Nkain2,765,542,627,276,2368,923,3760
Trdn,241,111,2082,825,2191,724,4514
Clvs2,760,457,984,459,973,321,2717
Sult3a2,48,21,882,312,0,0,930
Sult3a1,62,27,882,314,210,54,1154
Rsph4a,45,20,2151,1011,1454,568,3650
Zup1,260,150,1734,696,186,48,2180
Rwdd1,186,142,732,315,172,64,1090
Trappc3l,234,107,546,230,405,146,1185
Calhm4,41,22,948,450,2722,1059,3711
Calhm5,82,42,930,456,4311,1767,5323
Calhm6,75,40,942,521,77,13,1094
Dse,689,464,2877,1388,823,270,4389
Tspyl1,91,61,1140,671,1855,715,3086
Nt5dc1,99,66,1404,650,1240,396,2743
Tspyl4,72,41,1221,684,2586,1178,3879
Col10a1,78,41,2043,1173,1009,367,3130
Frk,450,236,1539,699,2707,972,4696
Amd2,333,139,1005,438,1880,747,3218
Hs3st5,1159,707,1041,489,878,300,3078
Hdac2,208,166,1467,621,330,103,2005
Marcks,385,186,930,701,2733,938,4048
Rfpl4b,88,39,801,341,165,59,1054
Lama4,440,248,5451,2695,155,82,6046
Fam229b,389,183,243,122,113,53,745
Tube1,60,40,1428,701,1441,553,2929
Ccn6,154,93,1065,566,200,74,1419
Fyn,548,374,1605,820,1409,561,3562
Traf3ip2,421,233,1668,912,778,336,2867
Rev3l,357,267,9369,3950,987,327,10713
Mfsd4b4,769,444,1512,744,1709,715,3990
Mfsd4b5,114,63,1440,722,1988,837,3542
Mfsd4b1,352,242,1278,644,1047,401,2677
Slc16a10,218,167,1539,832,3640,1553,5397
Rpf2,61,36,921,374,314,114,1296
Gtf3c6,12,9,684,331,1830,813,2526
Amd1,330,139,1005,438,1871,751,3206
Cdk19,286,209,1506,759,4015,1690,5807
Slc22a16,133,94,1950,946,186,64,2269
Ddo,84,45,1026,569,1890,813,3000
Mettl24,74,53,1092,646,363,177,1529
Cdc40,236,89,1740,806,1558,626,3534
Wasf1,272,205,1680,889,767,271,2719
Gpr6,178,117,1092,674,516,208,1786
Fig4,208,141,2724,1323,350,153,3282
Ak9,37,22,5685,2539,1246,528,6968
Zbtb24,179,120,2133,1132,532,199,2844
Mical1,274,173,3147,1805,142,72,3563
Smpd2,308,204,1260,683,34,12,1602
Ppil6,42,25,942,441,84,28,1068
Cd164,121,88,594,306,2207,823,2922
Ccdc162,259,122,6558,3351,443,190,7260
Cep57l1,175,85,1203,554,854,339,2232
Sesn1,55,38,1479,724,1066,450,2600
Armc2,228,137,2565,1333,2062,940,4855
Foxo3,339,240,2019,1255,4490,2151,6848
Afg1l,164,92,1443,721,906,440,2513
Snx3,300,227,489,242,612,273,1401
Nr2e1,726,447,1158,598,1401,619,3285
Ostm1,68,48,1017,572,1921,736,3006
Sec63,269,217,2283,976,3480,1432,6032
Scml4,622,312,1227,720,3036,1386,4885
Sobp,459,332,2595,1580,1926,886,4980
Pdss2,276,152,1206,627,645,281,2127
Bend3,553,423,2478,1468,3306,1524,6337
Gm9803,84,56,378,211,101,33,563
Mtres1,41,30,723,340,96,40,860
Cd24a,85,57,231,127,1500,596,1816
Qrsl1,108,64,1578,775,295,129,1981
Rtn4ip1,456,237,1191,574,1334,645,2981
Crybg1,301,207,5076,2645,1231,546,6608
Atg5,285,183,828,369,1239,497,2352
Prdm1,179,123,2472,1292,1374,506,4025
Prep,128,102,2133,1103,8672,3851,10933
Popdc3,505,329,876,418,472,185,1853
Bves,121,96,1077,503,3170,1388,4368
Lin28b,141,64,816,413,4445,1714,5402
Hace1,246,190,2730,1220,809,252,3785
Grik2,425,261,2727,1235,6275,2081,9427
Ascc3,271,187,6597,2773,892,309,7760
Sim1,246,107,2298,1186,4811,1637,7355
Gm49339,80,38,1008,479,353,118,1441
Lilr4b,88,41,912,426,836,294,1836
Lilrb4a,21,12,1008,479,352,118,1381
Fam162b,96,56,474,249,76,30,646
Gprc6a,27,11,2787,1249,42,21,2856
Rfx6,54,38,2784,1298,626,215,3464
Vgll2,221,153,969,642,460,212,1650
Ros1,288,119,7023,3176,90,36,7401
Dcbld1,132,103,1512,782,1380,596,3024
Gopc,177,134,1368,719,2671,990,4216
Nepn,32,15,1539,748,273,83,1844
Nus1,195,152,894,510,3516,1287,4605
Slc35f1,464,327,1227,644,3250,1232,4941
Cep85l,366,280,2421,1105,4638,1647,7425
Pln,210,97,159,71,1965,732,2334
Mcm9,0,0,3873,2011,995,422,4868
